REF_DATE,GEO,Labour force characteristics,Sex,Age group,VALUE
2015-05,Newfoundland and Labrador,Participation rate,Males,15 to 64 years,76.9
2015-05,Newfoundland and Labrador,Participation rate,Males,15 to 24 years,59.7
2015-05,Newfoundland and Labrador,Participation rate,Males,25 years and over,64.4
2015-05,Newfoundland and Labrador,Participation rate,Males,25 to 54 years,86.1
2015-05,Newfoundland and Labrador,Participation rate,Males,55 years and over,37.6
2015-05,Newfoundland and Labrador,Participation rate,Females,15 years and over,58
2015-05,Newfoundland and Labrador,Participation rate,Females,15 to 64 years,72.3
2015-05,Newfoundland and Labrador,Participation rate,Females,15 to 24 years,72.6
2015-05,Newfoundland and Labrador,Participation rate,Females,25 years and over,56
2015-05,Newfoundland and Labrador,Participation rate,Females,25 to 54 years,79.8
2015-05,Newfoundland and Labrador,Participation rate,Females,55 years and over,27.9
2015-05,Prince Edward Island,Full-time employment,Both sexes,15 years and over,59.3
2015-05,Prince Edward Island,Full-time employment,Both sexes,15 to 64 years,56.6
2015-05,Prince Edward Island,Full-time employment,Both sexes,15 to 24 years,5
2015-05,Prince Edward Island,Full-time employment,Both sexes,25 years and over,54.3
2015-05,Prince Edward Island,Full-time employment,Both sexes,25 to 54 years,40.8
2015-05,Prince Edward Island,Full-time employment,Both sexes,55 years and over,13.5
2015-05,Prince Edward Island,Full-time employment,Males,15 years and over,31.8
2015-05,Prince Edward Island,Full-time employment,Males,15 to 64 years,30.2
2015-05,Prince Edward Island,Full-time employment,Males,15 to 24 years,2.8
2015-05,Prince Edward Island,Full-time employment,Males,25 years and over,29
2015-05,Prince Edward Island,Full-time employment,Males,25 to 54 years,21.2
2015-05,Prince Edward Island,Full-time employment,Females,15 years and over,27.4
2015-05,Prince Edward Island,Full-time employment,Females,15 to 64 years,26.4
2015-05,Prince Edward Island,Full-time employment,Females,15 to 24 years,2.2
2015-05,Prince Edward Island,Full-time employment,Females,25 years and over,25.3
2015-05,Prince Edward Island,Full-time employment,Females,25 to 54 years,19.6
2015-05,Prince Edward Island,Unemployment rate,Both sexes,15 years and over,10.8
2015-05,Prince Edward Island,Unemployment rate,Both sexes,15 to 64 years,10.7
2015-05,Prince Edward Island,Unemployment rate,Both sexes,15 to 24 years,18.5
2015-05,Prince Edward Island,Unemployment rate,Both sexes,25 years and over,9.6
2015-05,Prince Edward Island,Unemployment rate,Both sexes,25 to 54 years,8.9
2015-05,Prince Edward Island,Unemployment rate,Both sexes,55 years and over,11.3
2015-05,Prince Edward Island,Unemployment rate,Males,15 years and over,12.7
2015-05,Prince Edward Island,Unemployment rate,Males,15 to 64 years,12.6
2015-05,Prince Edward Island,Unemployment rate,Males,15 to 24 years,24.2
2015-05,Prince Edward Island,Unemployment rate,Males,25 years and over,10.8
2015-05,Prince Edward Island,Unemployment rate,Males,25 to 54 years,10.4
2015-05,Prince Edward Island,Unemployment rate,Males,55 years and over,12.7
2015-05,Prince Edward Island,Unemployment rate,Females,15 years and over,8.6
2015-05,Prince Edward Island,Unemployment rate,Females,15 to 64 years,8.8
2015-05,Prince Edward Island,Unemployment rate,Females,15 to 24 years,12.3
2015-05,Prince Edward Island,Unemployment rate,Females,25 years and over,8.3
2015-05,Prince Edward Island,Unemployment rate,Females,25 to 54 years,7.5
2015-05,Prince Edward Island,Unemployment rate,Females,55 years and over,10.7
2015-05,Prince Edward Island,Participation rate,Both sexes,15 years and over,67
2015-05,Prince Edward Island,Participation rate,Both sexes,15 to 64 years,80.4
2015-05,Prince Edward Island,Participation rate,Both sexes,15 to 24 years,65
2015-05,Prince Edward Island,Participation rate,Both sexes,25 years and over,67.3
2015-05,Prince Edward Island,Participation rate,Both sexes,25 to 54 years,90.8
2015-05,Prince Edward Island,Participation rate,Both sexes,55 years and over,39.7
2015-05,Prince Edward Island,Participation rate,Males,15 years and over,71.1
2015-05,Prince Edward Island,Participation rate,Males,15 to 64 years,83.3
2015-05,Prince Edward Island,Participation rate,Males,15 to 24 years,66
2015-05,Prince Edward Island,Participation rate,Males,25 years and over,71.9
2015-05,Prince Edward Island,Participation rate,Males,25 to 54 years,93.3
2015-05,Prince Edward Island,Participation rate,Males,55 years and over,46.2
2015-05,Prince Edward Island,Participation rate,Females,15 years and over,63.2
2015-05,Prince Edward Island,Participation rate,Females,15 to 64 years,77.6
2015-05,Prince Edward Island,Participation rate,Females,15 to 24 years,64
2015-05,Prince Edward Island,Participation rate,Females,25 years and over,63.1
2015-05,Prince Edward Island,Participation rate,Females,25 to 54 years,88.5
2015-05,Prince Edward Island,Participation rate,Females,55 years and over,33.9
2015-05,Nova Scotia,Full-time employment,Both sexes,15 years and over,364.9
2015-05,Nova Scotia,Full-time employment,Both sexes,15 to 64 years,355
2015-05,Nova Scotia,Full-time employment,Both sexes,15 to 24 years,35.3
2015-05,Nova Scotia,Full-time employment,Both sexes,25 years and over,329.6
2015-05,Nova Scotia,Full-time employment,Both sexes,25 to 54 years,256.1
2015-05,Nova Scotia,Full-time employment,Both sexes,55 years and over,73.5
2015-05,Nova Scotia,Full-time employment,Males,15 years and over,196.3
2015-05,Nova Scotia,Full-time employment,Males,15 to 64 years,188.8
2015-05,Nova Scotia,Full-time employment,Males,15 to 24 years,19.3
2015-05,Nova Scotia,Full-time employment,Males,25 years and over,177
2015-05,Nova Scotia,Full-time employment,Males,25 to 54 years,135.4
2015-05,Nova Scotia,Full-time employment,Females,15 years and over,168.6
2015-05,Nova Scotia,Full-time employment,Females,15 to 64 years,166.2
2015-05,Nova Scotia,Full-time employment,Females,15 to 24 years,16
2015-05,Nova Scotia,Full-time employment,Females,25 years and over,152.6
2015-05,Nova Scotia,Full-time employment,Females,25 to 54 years,120.7
2015-05,Nova Scotia,Unemployment rate,Both sexes,15 years and over,8.7
2015-05,Nova Scotia,Unemployment rate,Both sexes,15 to 64 years,8.8
2015-05,Nova Scotia,Unemployment rate,Both sexes,15 to 24 years,16
2015-05,Nova Scotia,Unemployment rate,Both sexes,25 years and over,7.4
2015-05,Nova Scotia,Unemployment rate,Both sexes,25 to 54 years,7.2
2015-05,Nova Scotia,Unemployment rate,Both sexes,55 years and over,8
2015-05,Nova Scotia,Unemployment rate,Males,15 years and over,10.2
2015-05,Nova Scotia,Unemployment rate,Males,15 to 64 years,10.4
2015-05,Nova Scotia,Unemployment rate,Males,15 to 24 years,18.4
2015-05,Nova Scotia,Unemployment rate,Males,25 years and over,8.8
2015-05,Nova Scotia,Unemployment rate,Males,25 to 54 years,8.4
2015-05,Nova Scotia,Unemployment rate,Males,55 years and over,10
2015-05,Nova Scotia,Unemployment rate,Females,15 years and over,7.1
2015-05,Nova Scotia,Unemployment rate,Females,15 to 64 years,7.1
2015-05,Nova Scotia,Unemployment rate,Females,15 to 24 years,13.7
2015-05,Nova Scotia,Unemployment rate,Females,25 years and over,5.9
2015-05,Nova Scotia,Unemployment rate,Females,25 to 54 years,6
2015-05,Nova Scotia,Unemployment rate,Females,55 years and over,5.7
2015-05,Nova Scotia,Participation rate,Both sexes,15 years and over,62.4
2015-05,Nova Scotia,Participation rate,Both sexes,15 to 64 years,76.4
2015-05,Nova Scotia,Participation rate,Both sexes,15 to 24 years,65.8
2015-05,Nova Scotia,Participation rate,Both sexes,25 years and over,61.8
2015-05,Nova Scotia,Participation rate,Both sexes,25 to 54 years,86.3
2015-05,Nova Scotia,Participation rate,Both sexes,55 years and over,33.3
2015-05,Nova Scotia,Participation rate,Males,15 years and over,65.6
2015-05,Nova Scotia,Participation rate,Males,15 to 64 years,78.5
2015-05,Nova Scotia,Participation rate,Males,15 to 24 years,63.6
2015-05,Nova Scotia,Participation rate,Males,25 years and over,66
2015-05,Nova Scotia,Participation rate,Males,25 to 54 years,89.8
2015-05,Nova Scotia,Participation rate,Males,55 years and over,37.4
2015-05,Nova Scotia,Participation rate,Females,15 years and over,59.3
2015-05,Nova Scotia,Participation rate,Females,15 to 64 years,74.4
2015-05,Nova Scotia,Participation rate,Females,15 to 24 years,68.3
2015-05,Nova Scotia,Participation rate,Females,25 years and over,58
2015-05,Nova Scotia,Participation rate,Females,25 to 54 years,83
2015-05,Nova Scotia,Participation rate,Females,55 years and over,29.8
2015-05,New Brunswick,Full-time employment,Both sexes,15 years and over,296.3
2015-05,New Brunswick,Full-time employment,Both sexes,15 to 64 years,289.5
2015-05,New Brunswick,Full-time employment,Both sexes,15 to 24 years,28.3
2015-05,New Brunswick,Full-time employment,Both sexes,25 years and over,268
2015-05,New Brunswick,Full-time employment,Both sexes,25 to 54 years,206.9
2015-05,New Brunswick,Full-time employment,Both sexes,55 years and over,61.1
2015-05,New Brunswick,Full-time employment,Males,15 years and over,159.8
2015-05,New Brunswick,Full-time employment,Males,15 to 64 years,154.6
2015-05,New Brunswick,Full-time employment,Males,15 to 24 years,16.5
2015-05,New Brunswick,Full-time employment,Males,25 years and over,143.3
2015-05,New Brunswick,Full-time employment,Males,25 to 54 years,108.4
2015-05,New Brunswick,Full-time employment,Females,15 years and over,136.5
2015-05,New Brunswick,Full-time employment,Females,15 to 64 years,134.9
2015-05,New Brunswick,Full-time employment,Females,15 to 24 years,11.8
2015-05,New Brunswick,Full-time employment,Females,25 years and over,124.7
2015-05,New Brunswick,Full-time employment,Females,25 to 54 years,98.6
2015-05,New Brunswick,Unemployment rate,Both sexes,15 years and over,9.4
2015-05,New Brunswick,Unemployment rate,Both sexes,15 to 64 years,9.5
2015-05,New Brunswick,Unemployment rate,Both sexes,15 to 24 years,15.5
2015-05,New Brunswick,Unemployment rate,Both sexes,25 years and over,8.5
2015-05,New Brunswick,Unemployment rate,Both sexes,25 to 54 years,7.8
2015-05,New Brunswick,Unemployment rate,Both sexes,55 years and over,10.3
2015-05,New Brunswick,Unemployment rate,Males,15 years and over,12.1
2015-05,New Brunswick,Unemployment rate,Males,15 to 64 years,12.1
2015-05,New Brunswick,Unemployment rate,Males,15 to 24 years,21
2015-05,New Brunswick,Unemployment rate,Males,25 years and over,10.7
2015-05,New Brunswick,Unemployment rate,Males,25 to 54 years,9.5
2015-05,New Brunswick,Unemployment rate,Males,55 years and over,13.4
2015-05,New Brunswick,Unemployment rate,Females,15 years and over,6.6
2015-05,New Brunswick,Unemployment rate,Females,15 to 64 years,6.7
2015-05,New Brunswick,Unemployment rate,Females,15 to 24 years,9.1
2015-05,New Brunswick,Unemployment rate,Females,25 years and over,6.1
2015-05,New Brunswick,Unemployment rate,Females,25 to 54 years,6.1
2015-05,New Brunswick,Unemployment rate,Females,55 years and over,5.9
2015-05,New Brunswick,Participation rate,Both sexes,15 years and over,62.5
2015-05,New Brunswick,Participation rate,Both sexes,15 to 64 years,77
2015-05,New Brunswick,Participation rate,Both sexes,15 to 24 years,64
2015-05,New Brunswick,Participation rate,Both sexes,25 years and over,62.3
2015-05,New Brunswick,Participation rate,Both sexes,25 to 54 years,86.6
2015-05,New Brunswick,Participation rate,Both sexes,55 years and over,34
2015-05,New Brunswick,Participation rate,Males,15 years and over,66.7
2015-05,New Brunswick,Participation rate,Males,15 to 64 years,80.1
2015-05,New Brunswick,Participation rate,Males,15 to 24 years,66.4
2015-05,New Brunswick,Participation rate,Males,25 years and over,66.8
2015-05,New Brunswick,Participation rate,Males,25 to 54 years,89.1
2015-05,New Brunswick,Participation rate,Males,55 years and over,40.2
2015-05,New Brunswick,Participation rate,Females,15 years and over,58.5
2015-05,New Brunswick,Participation rate,Females,15 to 64 years,74
2015-05,New Brunswick,Participation rate,Females,15 to 24 years,61.5
2015-05,New Brunswick,Participation rate,Females,25 years and over,58.1
2015-05,New Brunswick,Participation rate,Females,25 to 54 years,84.3
2015-05,New Brunswick,Participation rate,Females,55 years and over,28.4
2015-05,Quebec,Full-time employment,Both sexes,15 years and over,3288.4
2015-05,Quebec,Full-time employment,Both sexes,15 to 64 years,3223
2015-05,Quebec,Full-time employment,Both sexes,15 to 24 years,270.5
2015-05,Quebec,Full-time employment,Both sexes,25 years and over,3017.9
2015-05,Quebec,Full-time employment,Both sexes,25 to 54 years,2396.6
2015-05,Quebec,Full-time employment,Both sexes,55 years and over,621.4
2015-05,Quebec,Full-time employment,Males,15 years and over,1854.8
2015-05,Quebec,Full-time employment,Males,15 to 64 years,1805.7
2015-05,Quebec,Full-time employment,Males,15 to 24 years,153.1
2015-05,Quebec,Full-time employment,Males,25 years and over,1701.7
2015-05,Quebec,Full-time employment,Males,25 to 54 years,1311.1
2015-05,Quebec,Full-time employment,Females,15 years and over,1433.6
2015-05,Quebec,Full-time employment,Females,15 to 64 years,1417.3
2015-05,Quebec,Full-time employment,Females,15 to 24 years,117.4
2015-05,Quebec,Full-time employment,Females,25 years and over,1316.2
2015-05,Quebec,Full-time employment,Females,25 to 54 years,1085.5
2015-05,Quebec,Unemployment rate,Both sexes,15 years and over,7.8
2015-05,Quebec,Unemployment rate,Both sexes,15 to 64 years,7.8
2015-05,Quebec,Unemployment rate,Both sexes,15 to 24 years,12.4
2015-05,Quebec,Unemployment rate,Both sexes,25 years and over,7
2015-05,Quebec,Unemployment rate,Both sexes,25 to 54 years,6.7
2015-05,Quebec,Unemployment rate,Both sexes,55 years and over,7.7
2015-05,Quebec,Unemployment rate,Males,15 years and over,8.7
2015-05,Quebec,Unemployment rate,Males,15 to 64 years,8.8
2015-05,Quebec,Unemployment rate,Males,15 to 24 years,14.9
2015-05,Quebec,Unemployment rate,Males,25 years and over,7.7
2015-05,Quebec,Unemployment rate,Males,25 to 54 years,7.6
2015-05,Quebec,Unemployment rate,Males,55 years and over,7.9
2015-05,Quebec,Unemployment rate,Females,15 years and over,6.8
2015-05,Quebec,Unemployment rate,Females,15 to 64 years,6.8
2015-05,Quebec,Unemployment rate,Females,15 to 24 years,9.9
2015-05,Quebec,Unemployment rate,Females,25 years and over,6.2
2015-05,Quebec,Unemployment rate,Females,25 to 54 years,5.8
2015-05,Quebec,Unemployment rate,Females,55 years and over,7.4
2015-05,Quebec,Participation rate,Both sexes,15 years and over,65.1
2015-05,Quebec,Participation rate,Both sexes,15 to 64 years,79.2
2015-05,Quebec,Participation rate,Both sexes,15 to 24 years,68
2015-05,Quebec,Participation rate,Both sexes,25 years and over,64.6
2015-05,Quebec,Participation rate,Both sexes,25 to 54 years,88.1
2015-05,Quebec,Participation rate,Both sexes,55 years and over,33.8
2015-05,Quebec,Participation rate,Males,15 years and over,69.2
2015-05,Quebec,Participation rate,Males,15 to 64 years,82
2015-05,Quebec,Participation rate,Males,15 to 24 years,66.8
2015-05,Quebec,Participation rate,Males,25 years and over,69.6
2015-05,Quebec,Participation rate,Males,25 to 54 years,90.3
2015-05,Quebec,Participation rate,Males,55 years and over,40.8
2015-05,Quebec,Participation rate,Females,15 years and over,61
2015-05,Quebec,Participation rate,Females,15 to 64 years,76.4
2015-05,Quebec,Participation rate,Females,15 to 24 years,69.2
2015-05,Quebec,Participation rate,Females,25 years and over,59.7
2015-05,Quebec,Participation rate,Females,25 to 54 years,85.9
2015-05,Quebec,Participation rate,Females,55 years and over,27.4
2015-05,Ontario,Full-time employment,Both sexes,15 years and over,5607.9
2015-05,Ontario,Full-time employment,Both sexes,15 to 64 years,5431.5
2015-05,Ontario,Full-time employment,Both sexes,15 to 24 years,455.9
